2.,0.97120592478067937E-1
2.01,0.95988616517636393E-1
2.02,0.94870444863562915E-1
2.03,0.93765897635362290E-1
2.04,0.92674797533061104E-1
2.05,0.91596969794919668E-1
2.06,0.90532242155971855E-1
2.07,0.89480444807365334E-1
2.08,0.88441410356482109E-1
2.09,0.87414973787822861E-1
2.1,0.86400972424636050E-1
2.11,0.85399245891276214E-1
2.12,0.84409636076273414E-1
2.13,0.83431987096099143E-1
2.14,0.82466145259611570E-1
2.15,0.81511959033166261E-1
2.16,0.80569279006376124E-1
2.17,0.79637957858507477E-1
2.18,0.78717850325496822E-1
2.19,0.77808813167575930E-1
2.2,0.76910705137490590E-1
2.21,0.76023386949301319E-1
2.22,0.75146721247752081E-1
2.23,0.74280572578195971E-1
2.24,0.73424807357064588E-1
2.25,0.72579293842870628E-1
2.26,0.71743902107731125E-1
2.27,0.70918504009401155E-1
2.2800000000000002,0.70102973163806780E-1
2.29,0.69297184918066535E-1
2.3,0.68501016323991350E-1
2.31,0.67714346112052995E-1
2.32,0.66937054665811150E-1
2.33,0.66169023996789189E-1
2.34,0.65410137719790242E-1
2.35,0.64660281028643370E-1
2.36,0.63919340672372114E-1
2.37,0.63187204931775688E-1
2.38,0.62463763596415449E-1
2.39,0.61748907941997376E-1
2.4,0.61042530708143567E-1
2.41,0.60344526076543882E-1
2.42,0.59654789649481118E-1
2.43,0.58973218428721224E-1
2.44,0.58299710794762279E-1
2.45,0.57634166486434114E-1
2.46,0.56976486580842618E-1
2.47,0.56326573473650957E-1
2.48,0.55684330859692048E-1
2.49,0.55049663713904852E-1
2.5,0.54422478272589100E-1
2.51,0.53802682014971371E-1
2.52,0.53190183645077204E-1
2.5300000000000002,0.52584893073903017E-1
2.54,0.51986721401881987E-1
2.55,0.51395580901638374E-1
2.56,0.50811385001024870E-1
2.5700000000000003,0.50234048266437484E-1
2.58,0.49663486386402592E-1
2.59,0.49099616155431108E-1
2.6,0.48542355458134845E-1
2.61,0.47991623253600057E-1
2.62,0.47447339560013078E-1
2.63,0.46909425439533970E-1
2.64,0.46377802983412804E-1
2.65,0.45852395297344851E-1
2.66,0.45333126487059511E-1
2.67,0.44819921644139403E-1
2.68,0.44312706832064679E-1
2.69,0.43811409072479144E-1
2.7,0.43315956331673420E-1
2.71,0.42826277507281925E-1
2.7199999999999998,0.42342302415189092E-1
2.73,0.41863961776641605E-1
2.74,0.41391187205562688E-1
2.75,0.40923911196064748E-1
2.76,0.40462067110156925E-1
2.77,0.40005589165644123E-1
2.7800000000000002,0.39554412424214042E-1
2.79,0.39108472779708790E-1
2.8,0.38667706946577884E-1
2.81,0.38232052448509522E-1
2.8200000000000003,0.37801447607236896E-1
2.83,0.37375831531516409E-1
2.84,0.36955144106274856E-1
2.85,0.36539325981922704E-1
2.86,0.36128318563830499E-1
2.87,0.35722064001965403E-1
2.88,0.35320505180685510E-1
2.89,0.34923585708688676E-1
2.9,0.34531249909113774E-1
2.91,0.34143442809791183E-1
2.92,0.33760110133640524E-1
2.93,0.33381198289212566E-1
2.94,0.33006654361373402E-1
2.95,0.32636426102127936E-1
2.96,0.32270461921580846E-1
2.9699999999999998,0.31908710879032200E-1
2.98,0.31551122674205864E-1
2.99,0.31197647638608273E-1
3.,0.30848236727015360E-1
3.01,0.30502841509085536E-1
