0.001,0.00010000000000000009,0.6975277016222985E-3
0.001,0.00012022644346174131,0.8374793396282857E-3
0.001,0.0001445439770745929,0.1005255301322163E-2
0.001,0.0001737800828749376,0.1206283308341733E-2
0.001,0.00020892961308540425,0.1447009599389991E-2
0.001,0.00025118864315095817,0.1735075744776359E-2
0.001,0.0003019951720402021,0.2079521758121388E-2
0.001,0.00036307805477010167,0.2491018413632097E-2
0.001,0.00043651583224016643,0.2982131940827126E-2
0.001,0.0005248074602497732,0.3567624639401187E-2
0.001,0.0006309573444801935,0.4264795471851066E-2
0.001,0.0007585775750291848,0.5093865369298284E-2
0.001,0.0009120108393559103,0.6078412811757445E-2
0.001,0.0010964781961431858,0.7245866158254246E-2
0.001,0.0013182567385564082,0.8628060099593612E-2
0.001,0.0015848931924611136,0.1026186434921088E-1
0.001,0.0019054607179632493,0.1218989312671524E-1
0.001,0.0022908676527677737,0.1446130398751023E-1
0.001,0.0027542287033381677,0.1713269399645403E-1
0.001,0.003311311214825913,0.2026910003657717E-1
0.001,0.003981071705534975,0.2394510808070560E-1
0.001,0.004786300923226387,0.2824607338905068E-1
0.001,0.005754399373371575,0.3326944961031921E-1
0.001,0.006918309709189366,0.3912621933872505E-1
0.001,0.008317637711026712,0.4594241137788311E-1
0.001,0.010000000000000004,0.5386068021865393E-1
0.001,0.012022644346174135,0.6304191034555167E-1
0.001,0.014454397707459285,0.7366679108966579E-1
0.001,0.01737800828749377,0.8593728583177404E-1
0.001,0.020892961308540396,0.1000778912558506E0
0.001,0.025118864315095805,0.1163365467492377E0
0.001,0.03019951720402017,0.1349850095460394E0
0.001,0.03630780547701015,0.1563184564564515E0
0.001,0.04365158322401662,0.1806540069246135E0
0.001,0.05248074602497729,0.2083277842865302E0
0.001,0.06309573444801937,0.2396900433659129E0
0.001,0.07585775750291839,0.2750977962469489E0
0.001,0.091201083935591,0.3149042714975849E0
0.001,0.10964781961431853,0.3594444589426347E0
0.001,0.13182567385564076,0.4090159456013445E0
0.001,0.15848931924611143,0.4638542758167596E0
0.001,0.19054607179632485,0.5241022260298264E0
0.001,0.2290867652767773,0.5897727518782739E0
0.001,0.2754228703338166,0.6607060480146016E0
0.001,0.33113112148259144,0.7365222859062539E0
0.001,0.39810717055349737,0.8165732894858681E0
0.001,0.4786300923226381,0.8998987539398386E0
0.001,0.5754399373371573,0.9851955536306314E0
0.001,0.6918309709189363,0.1070811883549745E1
0.001,0.8317637711026716,0.1154780619803473E1
0.001,1.,0.1234906884787741E1
0.002,0.00010000000000000009,0.6305953843439769E-3
0.002,0.00012022644346174131,0.7575559025982113E-3
0.002,0.0001445439770745929,0.9099407373450282E-3
0.002,0.0001737800828749376,0.1092782836982613E-2
0.002,0.00020892961308540425,0.1312087300853329E-2
0.002,0.00025118864315095817,0.1575009574430466E-2
0.002,0.0003019951720402021,0.1890062756719792E-2
0.002,0.00036307805477010167,0.2267357599851090E-2
0.002,0.00043651583224016643,0.2718878904525562E-2
0.002,0.0005248074602497732,0.3258802094146143E-2
0.002,0.0006309573444801935,0.3903853808574591E-2
0.002,0.0007585775750291848,0.4673720439325123E-2
0.002,0.0009120108393559103,0.5591508693156998E-2
0.002,0.0010964781961431858,0.6684262588122198E-2
0.002,0.0013182567385564082,0.7983541806583432E-2
0.002,0.0015848931924611136,0.9526067058126448E-2
0.002,0.0019054607179632493,0.1135443896851255E-1
0.002,0.0022908676527677737,0.1351793783901700E-1
0.002,0.0027542287033381677,0.1607341215119461E-1
0.002,0.003311311214825913,0.1908626360011418E-1
0.002,0.003981071705534975,0.2263153538218667E-1
0.002,0.004786300923226387,0.2679510812330312E-1
0.002,0.005754399373371575,0.3167500392848506E-1
0.002,0.006918309709189366,0.3738279330051893E-1
0.002,0.008317637711026712,0.4404509180932330E-1
0.002,0.010000000000000004,0.5180512299001211E-1
0.002,0.012022644346174135,0.6082431043838344E-1
0.002,0.014454397707459285,0.7128384469180758E-1
0.002,0.01737800828749377,0.8338614825368784E-1
0.002,0.020892961308540396,0.9735613386275378E-1
0.002,0.025118864315095805,0.1134421154819701E0
