2.,0.97120592478067937E-1
2.001,0.97006768507632633E-1
2.002,0.96893084219407822E-1
2.003,0.96779539429966205E-1
2.004,0.96666133956146493E-1
2.005,0.96552867615052662E-1
2.006,0.96439740224053718E-1
2.007,0.96326751600783150E-1
2.008,0.96213901563138697E-1
2.009,0.96101189929281606E-1
2.01,0.95988616517636393E-1
2.011,0.95876181146890312E-1
2.012,0.95763883635993114E-1
2.013,0.95651723804156313E-1
2.014,0.95539701470852955E-1
2.015,0.95427816455817080E-1
2.016,0.95316068579043492E-1
2.017,0.95204457660787030E-1
2.018,0.95092983521562331E-1
2.019,0.94981645982143309E-1
2.02,0.94870444863562915E-1
2.021,0.94759379987112419E-1
2.022,0.94648451174341176E-1
2.023,0.94537658247056104E-1
2.024,0.94427001027321454E-1
2.025,0.94316479337458089E-1
2.026,0.94206093000043256E-1
2.027,0.94095841837910071E-1
2.028,0.93985725674147282E-1
2.029,0.93875744332098565E-1
2.03,0.93765897635362290E-1
2.031,0.93656185407791008E-1
2.032,0.93546607473491226E-1
2.033,0.93437163656822698E-1
2.034,0.93327853782398199E-1
2.035,0.93218677675083014E-1
2.036,0.93109635159994715E-1
2.037,0.93000726062502457E-1
2.038,0.92891950208226752E-1
2.039,0.92783307423038969E-1
2.04,0.92674797533061104E-1
2.041,0.92566420364665085E-1
2.042,0.92458175744472553E-1
2.043,0.92350063499354354E-1
2.044,0.92242083456430324E-1
2.045,0.92134235443068590E-1
2.046,0.92026519286885356E-1
2.047,0.91918934815744398E-1
2.048,0.91811481857756854E-1
2.049,0.91704160241280525E-1
2.05,0.91596969794919668E-1
2.051,0.91489910347524492E-1
2.052,0.91382981728190948E-1
2.053,0.91276183766260040E-1
2.054,0.91169516291317615E-1
2.055,0.91062979133193866E-1
2.056,0.90956572121963123E-1
2.057,0.90850295087943169E-1
2.058,0.90744147861695030E-1
2.059,0.90638130274022485E-1
2.06,0.90532242155971855E-1
2.061,0.90426483338831328E-1
2.062,0.90320853654130749E-1
2.063,0.90215352933641132E-1
2.064,0.90109981009374453E-1
2.065,0.90004737713582981E-1
2.066,0.89899622878759065E-1
2.067,0.89794636337634656E-1
2.068,0.89689777923181097E-1
2.069,0.89585047468608459E-1
2.07,0.89480444807365334E-1
2.071,0.89375969773138355E-1
2.072,0.89271622199851994E-1
2.073,0.89167401921667896E-1
2.074,0.89063308772984679E-1
2.075,0.88959342588437456E-1
2.076,0.88855503202897633E-1
2.077,0.88751790451472252E-1
2.078,0.88648204169503787E-1
2.079,0.88544744192569673E-1
2.08,0.88441410356482109E-1
2.081,0.88338202497287397E-1
2.082,0.88235120451265749E-1
2.083,0.88132164054930814E-1
2.084,0.88029333145029481E-1
2.085,0.87926627558541231E-1
2.086,0.87824047132677936E-1
2.087,0.87721591704883397E-1
2.088,0.87619261112833146E-1
2.089,0.87517055194433798E-1
2.09,0.87414973787822861E-1
2.091,0.87313016731368270E-1
2.092,0.87211183863668192E-1
2.093,0.87109475023550389E-1
2.094,0.87007890050072018E-1
2.095,0.86906428782519178E-1
2.096,0.86805091060406715E-1
2.097,0.86703876723477584E-1
2.098,0.86602785611702659E-1
2.099,0.86501817565280278E-1
2.1,0.86400972424636050E-1
2.101,0.86300250030422223E-1
2.102,0.86199650223517495E-1
2.103,0.86099172845026560E-1
2.104,0.85998817736279924E-1
2.105,0.85898584738833269E-1
2.106,0.85798473694467270E-1
2.107,0.85698484445187144E-1
2.108,0.85598616833222466E-1
2.109,0.85498870701026539E-1
2.11,0.85399245891276214E-1
2.111,0.85299742246871439E-1
2.112,0.85200359610935076E-1
2.113,0.85101097826812283E-1
2.114,0.85001956738070324E-1
2.115,0.84902936188498131E-1
2.116,0.84804036022106120E-1
2.117,0.84705256083125573E-1
2.118,0.84606596216008455E-1
2.119,0.84508056265426977E-1
